1.584307438743079424e+09,4.000000000000000000e+02,2.768023437500000000e+04
1.584307438755046844e+09,4.002396784316007370e+02,2.768198437500000000e+04
1.584307438766421318e+09,4.004680942559839423e+02,2.768259375000000000e+04
1.584307438777391195e+09,4.006889520464802672e+02,2.768548437500000000e+04
1.584307438788367033e+09,4.009104880224870158e+02,2.768892187500000000e+04
1.584307438799411774e+09,4.011339794855522314e+02,2.769282812500000000e+04
1.584307438811335564e+09,4.013758958784669062e+02,2.769796875000000000e+04
1.584307438822430134e+09,4.016015840936038899e+02,2.770175000000000000e+04
1.584307438833403587e+09,4.018253743745332827e+02,2.770643750000000000e+04
1.584307438844351292e+09,4.020492014258554718e+02,2.771090625000000000e+04
1.584307438855347633e+09,4.022745889876127876e+02,2.771542187500000000e+04
1.584307438867185593e+09,4.025178623127077344e+02,2.772065625000000000e+04
1.584307438878188372e+09,4.027445644669147669e+02,2.772484375000000000e+04
1.584307438890150309e+09,4.029916776667408271e+02,2.772973437500000000e+04
1.584307438901093721e+09,4.032183428327094816e+02,2.773398437500000000e+04
1.584307438912709713e+09,4.034595599297050512e+02,2.773878125000000000e+04
1.584307438923847198e+09,4.036914423009322377e+02,2.774375000000000000e+04
1.584307438934809685e+09,4.039202577825450362e+02,2.774812500000000000e+04
1.584307438945797443e+09,4.041501759023946079e+02,2.775264062500000000e+04
1.584307438956943512e+09,4.043839961079667091e+02,2.775748437500000000e+04
1.584307438967916012e+09,4.046147562386189520e+02,2.776168750000000000e+04
1.584307438979733706e+09,4.048639375142037693e+02,2.776689062500000000e+04
1.584307438990734577e+09,4.050964990945510635e+02,2.777114062500000000e+04
1.584307439001705408e+09,4.053290061321051780e+02,2.777560937500000000e+04
1.584307439012645483e+09,4.055614397604908845e+02,2.778021875000000000e+04
1.584307439022649050e+09,4.057744827553723894e+02,2.778425000000000000e+04
1.584307439032763481e+09,4.059903796020755067e+02,2.778882812500000000e+04
1.584307439043735027e+09,4.062251332202224603e+02,2.779303125000000000e+04
1.584307439054704905e+09,4.064604361838552791e+02,2.779754687500000000e+04
1.584307439066650867e+09,4.067173428094500309e+02,2.780242187500000000e+04
1.584307439077579260e+09,4.069529758335679617e+02,2.780682812500000000e+04
1.584307439088535786e+09,4.071898016987402116e+02,2.781185937500000000e+04
1.584307439099872828e+09,4.074354715363356263e+02,2.781648437500000000e+04
1.584307439111037731e+09,4.076780277640921213e+02,2.782081250000000000e+04
1.584307439121998310e+09,4.079167413449293349e+02,2.782593750000000000e+04
1.584307439133538008e+09,4.081687073540506958e+02,2.783042187500000000e+04
1.584307439144546270e+09,4.084096822546970316e+02,2.783523437500000000e+04
1.584307439155600071e+09,4.086522570316735141e+02,2.783939062500000000e+04
1.584307439166899681e+09,4.089008518269258161e+02,2.784440625000000000e+04
1.584307439177870274e+09,4.091428145224147670e+02,2.784862500000000000e+04
1.584307439188844442e+09,4.093854549151199080e+02,2.785348437500000000e+04
1.584307439199818134e+09,4.096286847313946282e+02,2.785759375000000000e+04
1.584307439211058140e+09,4.098784404419046155e+02,2.786273437500000000e+04
1.584307439222934008e+09,4.101430115425883969e+02,2.786734375000000000e+04
1.584307439234108925e+09,4.103926120797419230e+02,2.787190625000000000e+04
1.584307439245218039e+09,4.106413641025080778e+02,2.787642187500000000e+04
1.584307439256270170e+09,4.108894559751625479e+02,2.788068750000000000e+04
1.584307439267389297e+09,4.111396726256654119e+02,2.788535937500000000e+04
1.584307439278253317e+09,4.113847510886906775e+02,2.788971875000000000e+04
1.584307439290031195e+09,4.116511190842571750e+02,2.789465625000000000e+04
1.584307439301078796e+09,4.119016097094724955e+02,2.789954687500000000e+04
1.584307439312257051e+09,4.121556929736765369e+02,2.790389062500000000e+04
1.584307439323228121e+09,4.124056843818235052e+02,2.790851562500000000e+04
